yourlist:M202005078BC4D7ADE02784B0C2481C7F3DE0963A1A0CE37	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
P06681	P06681	CO2_HUMAN	reviewed	Complement C2 (EC 3.4.21.43) (C3/C5 convertase) [Cleaved into: Complement C2b fragment; Complement C2a fragment]	C2	Homo sapiens (Human)	752
Q01740	Q01740	FMO1_HUMAN	reviewed	Dimethylaniline monooxygenase [N-oxide-forming] 1 (EC 1.14.13.8) (Dimethylaniline oxidase 1) (Fetal hepatic flavin-containing monooxygenase 1) (FMO 1)	FMO1	Homo sapiens (Human)	532
Q9BXR6	Q9BXR6	FHR5_HUMAN	reviewed	Complement factor H-related protein 5 (FHR-5)	CFHR5 CFHL5 FHR5	Homo sapiens (Human)	569
Q96PE7	Q96PE7	MCEE_HUMAN	reviewed	Methylmalonyl-CoA epimerase, mitochondrial (EC 5.1.99.1) (DL-methylmalonyl-CoA racemase)	MCEE	Homo sapiens (Human)	176
Q9NVS9	Q9NVS9	PNPO_HUMAN	reviewed	Pyridoxine-5'-phosphate oxidase (EC 1.4.3.5) (Pyridoxamine-phosphate oxidase)	PNPO	Homo sapiens (Human)	261
P09210	P09210	GSTA2_HUMAN	reviewed	Glutathione S-transferase A2 (EC 2.5.1.18) (GST HA subunit 2) (GST class-alpha member 2) (GST-gamma) (GSTA2-2) (GTH2)	GSTA2 GST2	Homo sapiens (Human)	222
Q9H898	Q9H898	ZMAT4_HUMAN	reviewed	Zinc finger matrin-type protein 4	ZMAT4	Homo sapiens (Human)	229
Q9P0L9	Q9P0L9	PK2L1_HUMAN	reviewed	Polycystic kidney disease 2-like 1 protein (Polycystin-2 homolog) (Polycystin-2L1) (Polycystin-L) (Polycystin-L1)	PKD2L1 PKD2L PKDL TRPP3	Homo sapiens (Human)	805
Q6UWX4	Q6UWX4	HIPL2_HUMAN	reviewed	HHIP-like protein 2	HHIPL2 HHIP3 KIAA1822L UNQ841/PRO1779	Homo sapiens (Human)	724
P50225	P50225	ST1A1_HUMAN	reviewed	Sulfotransferase 1A1 (ST1A1) (EC 2.8.2.1) (Aryl sulfotransferase 1) (HAST1/HAST2) (Phenol sulfotransferase 1) (Phenol-sulfating phenol sulfotransferase 1) (P-PST 1) (ST1A3) (Thermostable phenol sulfotransferase) (Ts-PST)	SULT1A1 STP STP1 OK/SW-cl.88	Homo sapiens (Human)	295
Q9BZL3	Q9BZL3	SMIM3_HUMAN	reviewed	Small integral membrane protein 3 (NGF-induced differentiation clone 67 protein) (Small membrane protein NID67)	SMIM3 C5orf62 NID67	Homo sapiens (Human)	60
R4GMX3	R4GMX3	R4GMX3_HUMAN	unreviewed	COMMD3-BMI1 readthrough	COMMD3-BMI1	Homo sapiens (Human)	469
Q9BTV4	Q9BTV4	TMM43_HUMAN	reviewed	Transmembrane protein 43 (Protein LUMA)	TMEM43 UNQ2564/PRO6244	Homo sapiens (Human)	400
Q8WXI8	Q8WXI8	CLC4D_HUMAN	reviewed	C-type lectin domain family 4 member D (C-type lectin superfamily member 8) (C-type lectin-like receptor 6) (CLEC-6) (CD antigen CD368)	CLEC4D CLECSF8 MCL	Homo sapiens (Human)	215
Q9Y3C8	Q9Y3C8	UFC1_HUMAN	reviewed	Ubiquitin-fold modifier-conjugating enzyme 1 (Ufm1-conjugating enzyme 1)	UFC1 CGI-126 HSPC155	Homo sapiens (Human)	167
Q9UHF7	Q9UHF7	TRPS1_HUMAN	reviewed	Zinc finger transcription factor Trps1 (Tricho-rhino-phalangeal syndrome type I protein) (Zinc finger protein GC79)	TRPS1	Homo sapiens (Human)	1281
Q6ZYL4	Q6ZYL4	TF2H5_HUMAN	reviewed	General transcription factor IIH subunit 5 (General transcription factor IIH polypeptide 5) (TFB5 ortholog) (TFIIH basal transcription factor complex TTD-A subunit)	GTF2H5 C6orf175 TTDA	Homo sapiens (Human)	71
Q9Y2K9	Q9Y2K9	STB5L_HUMAN	reviewed	Syntaxin-binding protein 5-like (Lethal(2) giant larvae protein homolog 4) (Tomosyn-2)	STXBP5L KIAA1006 LLGL4	Homo sapiens (Human)	1186
Q9Y2I9	Q9Y2I9	TBC30_HUMAN	reviewed	TBC1 domain family member 30	TBC1D30 KIAA0984	Homo sapiens (Human)	924
Q9HBG7	Q9HBG7	LY9_HUMAN	reviewed	T-lymphocyte surface antigen Ly-9 (Cell surface molecule Ly-9) (Lymphocyte antigen 9) (SLAM family member 3) (SLAMF3) (Signaling lymphocytic activation molecule 3) (CD antigen CD229)	LY9 CDABP0070	Homo sapiens (Human)	655
Q9Y2R0	Q9Y2R0	COA3_HUMAN	reviewed	Cytochrome c oxidase assembly factor 3 homolog, mitochondrial (Coiled-coil domain-containing protein 56) (Mitochondrial translation regulation assembly intermediate of cytochrome c oxidase protein of 12 kDa)	COA3 CCDC56 MITRAC12 HSPC009	Homo sapiens (Human)	106
Q9GZY8	Q9GZY8	MFF_HUMAN	reviewed	Mitochondrial fission factor	MFF C2orf33 AD030 AD033 GL004	Homo sapiens (Human)	342
Q9NZU0	Q9NZU0	FLRT3_HUMAN	reviewed	Leucine-rich repeat transmembrane protein FLRT3 (Fibronectin-like domain-containing leucine-rich transmembrane protein 3)	FLRT3 KIAA1469 UNQ856/PRO1865	Homo sapiens (Human)	649
Q6NW40	Q6NW40	RGMB_HUMAN	reviewed	RGM domain family member B (DRG11-responsive axonal guidance and outgrowth of neurite) (DRAGON)	RGMB	Homo sapiens (Human)	437
Q9P2N2	Q9P2N2	RHG28_HUMAN	reviewed	Rho GTPase-activating protein 28 (Rho-type GTPase-activating protein 28)	ARHGAP28 KIAA1314	Homo sapiens (Human)	729
Q14592	Q14592	ZN460_HUMAN	reviewed	Zinc finger protein 460 (Zinc finger protein 272) (Zinc finger protein HZF8)	ZNF460 ZNF272	Homo sapiens (Human)	562
Q9HCG7	Q9HCG7	GBA2_HUMAN	reviewed	Non-lysosomal glucosylceramidase (NLGase) (EC 3.2.1.45) (Beta-glucocerebrosidase 2) (Beta-glucosidase 2) (Bile acid beta-glucosidase GBA2) (Bile acid glucosyl transferase GBA2) (Cholesterol glucosyltransferase GBA2) (EC 2.4.1.-) (Cholesteryl-beta-glucosidase GBA2) (EC 3.2.1.104) (Glucosylceramidase 2)	GBA2 KIAA1605 SPG46 AD035	Homo sapiens (Human)	927
Q969S8	Q969S8	HDA10_HUMAN	reviewed	Polyamine deacetylase HDAC10 (EC 3.5.1.48) (EC 3.5.1.62) (Histone deacetylase 10) (HD10)	HDAC10	Homo sapiens (Human)	669
Q96P70	Q96P70	IPO9_HUMAN	reviewed	Importin-9 (Imp9) (Ran-binding protein 9) (RanBP9)	IPO9 IMP9 KIAA1192 RANBP9 HSPC273	Homo sapiens (Human)	1041
Q8IY22	Q8IY22	CMIP_HUMAN	reviewed	C-Maf-inducing protein (c-Mip) (Truncated c-Maf-inducing protein) (Tc-Mip)	CMIP KIAA1694 TCMIP	Homo sapiens (Human)	773
Q59HD9	Q59HD9	Q59HD9_HUMAN	unreviewed	Kelch-like 5 isoform 2 variant (Fragment)		Homo sapiens (Human)	593
Q99733	Q99733	NP1L4_HUMAN	reviewed	Nucleosome assembly protein 1-like 4 (Nucleosome assembly protein 2) (NAP-2)	NAP1L4 NAP2	Homo sapiens (Human)	375
Q9P2R7	Q9P2R7	SUCB1_HUMAN	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial (EC 6.2.1.5) (ATP-specific succinyl-CoA synthetase subunit beta) (A-SCS) (Succinyl-CoA synthetase beta-A chain) (SCS-betaA)	SUCLA2	Homo sapiens (Human)	463
Q70CQ2	Q70CQ2	UBP34_HUMAN	reviewed	Ubiquitin carboxyl-terminal hydrolase 34 (EC 3.4.19.12) (Deubiquitinating enzyme 34) (Ubiquitin thioesterase 34) (Ubiquitin-specific-processing protease 34)	USP34 KIAA0570 KIAA0729	Homo sapiens (Human)	3546
Q14674	Q14674	ESPL1_HUMAN	reviewed	Separin (EC 3.4.22.49) (Caspase-like protein ESPL1) (Extra spindle poles-like 1 protein) (Separase)	ESPL1 ESP1 KIAA0165	Homo sapiens (Human)	2120
P55283	P55283	CADH4_HUMAN	reviewed	Cadherin-4 (Retinal cadherin) (R-CAD) (R-cadherin)	CDH4	Homo sapiens (Human)	916
Q9UPN7	Q9UPN7	PP6R1_HUMAN	reviewed	Serine/threonine-protein phosphatase 6 regulatory subunit 1 (SAPS domain family member 1)	PPP6R1 KIAA1115 PP6R1 SAPS1	Homo sapiens (Human)	881
Q9H792	Q9H792	PEAK1_HUMAN	reviewed	Inactive tyrosine-protein kinase PEAK1 (Pseudopodium-enriched atypical kinase 1) (Sugen kinase 269) (Tyrosine-protein kinase SgK269)	PEAK1 KIAA2002	Homo sapiens (Human)	1746
Q9BWW8	Q9BWW8	APOL6_HUMAN	reviewed	Apolipoprotein L6 (Apolipoprotein L-VI) (ApoL-VI)	APOL6 UNQ3095/PRO21341	Homo sapiens (Human)	343
Q9H8M9	Q9H8M9	EVA1A_HUMAN	reviewed	Protein eva-1 homolog A (Protein FAM176A) (Transmembrane protein 166)	EVA1A FAM176A TMEM166 SP24	Homo sapiens (Human)	152
Q13433	Q13433	S39A6_HUMAN	reviewed	Zinc transporter ZIP6 (Estrogen-regulated protein LIV-1) (Solute carrier family 39 member 6) (Zrt- and Irt-like protein 6) (ZIP-6)	SLC39A6 LIV1 ZIP6	Homo sapiens (Human)	755
P38117	P38117	ETFB_HUMAN	reviewed	Electron transfer flavoprotein subunit beta (Beta-ETF)	ETFB FP585	Homo sapiens (Human)	255
Q9HCE1	Q9HCE1	MOV10_HUMAN	reviewed	Helicase MOV-10 (EC 3.6.4.13) (Armitage homolog) (Moloney leukemia virus 10 protein)	MOV10 KIAA1631	Homo sapiens (Human)	1003
Q9NRR3	Q9NRR3	C42S2_HUMAN	reviewed	CDC42 small effector protein 2 (Small effector of CDC42 protein 2)	CDC42SE2 SPEC2	Homo sapiens (Human)	84
Q92600	Q92600	CNOT9_HUMAN	reviewed	CCR4-NOT transcription complex subunit 9 (Cell differentiation protein RQCD1 homolog) (Rcd-1)	CNOT9 RCD1 RQCD1	Homo sapiens (Human)	299
P48382	P48382	RFX5_HUMAN	reviewed	DNA-binding protein RFX5 (Regulatory factor X 5)	RFX5	Homo sapiens (Human)	616
Q7RTP6	Q7RTP6	MICA3_HUMAN	reviewed	[F-actin]-monooxygenase MICAL3 (EC 1.14.13.225) (Molecule interacting with CasL protein 3) (MICAL-3)	MICAL3 KIAA0819 KIAA1364	Homo sapiens (Human)	2002
Q9UPS6	Q9UPS6	SET1B_HUMAN	reviewed	Histone-lysine N-methyltransferase SETD1B (EC 2.1.1.354) (Lysine N-methyltransferase 2G) (SET domain-containing protein 1B) (hSET1B)	SETD1B KIAA1076 KMT2G SET1B	Homo sapiens (Human)	1966
Q9UKX7	Q9UKX7	NUP50_HUMAN	reviewed	Nuclear pore complex protein Nup50 (50 kDa nucleoporin) (Nuclear pore-associated protein 60 kDa-like) (Nucleoporin Nup50)	NUP50 NPAP60L PRO1146	Homo sapiens (Human)	468
Q15004	Q15004	PAF15_HUMAN	reviewed	PCNA-associated factor (Hepatitis C virus NS5A-transactivated protein 9) (HCV NS5A-transactivated protein 9) (Overexpressed in anaplastic thyroid carcinoma 1) (OEATC-1) (PCNA-associated factor of 15 kDa) (PAF15) (p15PAF) (PCNA-clamp-associated factor)	PCLAF KIAA0101 NS5ATP9 PAF L5	Homo sapiens (Human)	111
P54277	P54277	PMS1_HUMAN	reviewed	PMS1 protein homolog 1 (DNA mismatch repair protein PMS1)	PMS1 PMSL1	Homo sapiens (Human)	932
Q9Y6B7	Q9Y6B7	AP4B1_HUMAN	reviewed	AP-4 complex subunit beta-1 (AP-4 adaptor complex subunit beta) (Adaptor-related protein complex 4 subunit beta-1) (Beta subunit of AP-4) (Beta4-adaptin)	AP4B1	Homo sapiens (Human)	739
Q9BVA0	Q9BVA0	KTNB1_HUMAN	reviewed	Katanin p80 WD40 repeat-containing subunit B1 (Katanin p80 subunit B1) (p80 katanin)	KATNB1	Homo sapiens (Human)	655
Q59F66	Q59F66	Q59F66_HUMAN	unreviewed	DEAD box polypeptide 17 isoform p82 variant (Fragment)		Homo sapiens (Human)	737
Q92674	Q92674	CENPI_HUMAN	reviewed	Centromere protein I (CENP-I) (FSH primary response protein 1) (Follicle-stimulating hormone primary response protein) (Interphase centromere complex protein 19) (Leucine-rich primary response protein 1)	CENPI FSHPRH1 ICEN19 LRPR1	Homo sapiens (Human)	756
Q6FGX2	Q6FGX2	Q6FGX2_HUMAN	unreviewed	TNNI3 protein (Troponin I type 3 (Cardiac)) (Troponin I, cardiac) (Troponin I, cardiac variant)	TNNI3	Homo sapiens (Human)	210
Q16678	Q16678	CP1B1_HUMAN	reviewed	Cytochrome P450 1B1 (EC 1.14.14.1) (CYPIB1) (Hydroperoxy icosatetraenoate dehydratase) (EC 4.2.1.152)	CYP1B1	Homo sapiens (Human)	543
Q9HCC0	Q9HCC0	MCCB_HUMAN	reviewed	Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial (MCCase subunit beta) (EC 6.4.1.4) (3-methylcrotonyl-CoA carboxylase 2) (3-methylcrotonyl-CoA carboxylase non-biotin-containing subunit) (3-methylcrotonyl-CoA:carbon dioxide ligase subunit beta)	MCCC2 MCCB	Homo sapiens (Human)	563
Q8TF27	Q8TF27	AGA11_HUMAN	reviewed	Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 11 (AGAP-11) (Centaurin-gamma-like protein KIAA1975)	AGAP11 KIAA1975	Homo sapiens (Human)	550
Q9H4Z2	Q9H4Z2	ZN335_HUMAN	reviewed	Zinc finger protein 335 (NRC-interacting factor 1) (NIF-1)	ZNF335	Homo sapiens (Human)	1342
Q9NWD9	Q9NWD9	BEX4_HUMAN	reviewed	Protein BEX4 (BEX1-like protein 1) (Brain-expressed X-linked protein 4) (Nerve growth factor receptor-associated protein 3)	BEX4 BEXL1 NADE3	Homo sapiens (Human)	120
Q9BTF0	Q9BTF0	THUM2_HUMAN	reviewed	THUMP domain-containing protein 2	THUMPD2 C2orf8	Homo sapiens (Human)	503
Q53Y06	Q53Y06	Q53Y06_HUMAN	unreviewed	ATPase, H+ transporting, lysosomal 31kDa, V1 subunit E isoform 1 (ATPase, H+ transporting, lysosomal 31kDa, V1 subunit E1, isoform CRA_b) (cDNA, FLJ92725, Homo sapiens ATPase, H+ transporting, lysosomal 31kDa, V1 subunit Eisoform 1 (ATP6V1E1), mRNA)	ATP6V1E1 hCG_21530	Homo sapiens (Human)	226
Q99470	Q99470	SDF2_HUMAN	reviewed	Stromal cell-derived factor 2 (SDF-2)	SDF2	Homo sapiens (Human)	211
Q6P1N9	Q6P1N9	TATD1_HUMAN	reviewed	Putative deoxyribonuclease TATDN1 (EC 3.1.21.-) (Hepatocarcinoma high expression protein)	TATDN1 CDA11	Homo sapiens (Human)	297
Q6LEU2	Q6LEU2	Q6LEU2_HUMAN	unreviewed	Sodium/potassium-transporting ATPase subunit beta (Fragment)	ATP1B1	Homo sapiens (Human)	303
Q5BJH1	Q5BJH1	Q5BJH1_HUMAN	unreviewed	PSAP protein (Prosaposin)	PSAP	Homo sapiens (Human)	240
Q8IW09	Q8IW09	Q8IW09_HUMAN	unreviewed	ZNF335 protein (Fragment)	ZNF335	Homo sapiens (Human)	1121
Q6IBP4	Q6IBP4	Q6IBP4_HUMAN	unreviewed	LAPTM4A protein (Lysosomal protein transmembrane 4 alpha) (Lysosomal-associated protein transmembrane 4 alpha, isoform CRA_b)	LAPTM4A hCG_32086	Homo sapiens (Human)	233
Q6LEU9	Q6LEU9	Q6LEU9_HUMAN	unreviewed	ATP5G3 protein (Fragment)	ATP5G3	Homo sapiens (Human)	142
Q6GSK2	Q6GSK2	Q6GSK2_HUMAN	unreviewed	NADPH:adrenodoxin oxidoreductase, mitochondrial (EC 1.18.1.6)	FDXR hCG_29834	Homo sapiens (Human)	491
Q13495	Q13495	MAMD1_HUMAN	reviewed	Mastermind-like domain-containing protein 1 (F18) (Protein CG1)	MAMLD1 CG1 CXorf6	Homo sapiens (Human)	774
Q969W1	Q969W1	ZDH16_HUMAN	reviewed	Palmitoyltransferase ZDHHC16 (EC 2.3.1.225) (Abl-philin 2) (Zinc finger DHHC domain-containing protein 16) (DHHC-16)	ZDHHC16 APH2 UNQ2570/PRO6258	Homo sapiens (Human)	377
Q4G0S4	Q4G0S4	C27C1_HUMAN	reviewed	Cytochrome P450 27C1 (EC 1.14.19.53) (All-trans retinol 3,4-desaturase)	CYP27C1	Homo sapiens (Human)	372
Q96D05	Q96D05	F241B_HUMAN	reviewed	Protein FAM241B	FAM241B C10orf35	Homo sapiens (Human)	121
Q9BT63	Q9BT63	Q9BT63_HUMAN	unreviewed	RPL3 protein (Fragment)	RPL3	Homo sapiens (Human)	292
Q9NYZ1	Q9NYZ1	TV23B_HUMAN	reviewed	Golgi apparatus membrane protein TVP23 homolog B	TVP23B FAM18B FAM18B1 CGI-148 NPD008	Homo sapiens (Human)	205
Q9P0B6	Q9P0B6	CC167_HUMAN	reviewed	Coiled-coil domain-containing protein 167	CCDC167 C6orf129 HSPC265	Homo sapiens (Human)	97
Q96M02	Q96M02	CJ090_HUMAN	reviewed	(E2-independent) E3 ubiquitin-conjugating enzyme FATS (EC 2.3.2.-) (Centrosomal protein C10orf90) (E2/E3 hybrid ubiquitin-protein ligase FATS) (Fragile-site associated tumor suppressor homolog) (FATS)	C10orf90 FATS	Homo sapiens (Human)	699
Q9Y255	Q9Y255	PRLD1_HUMAN	reviewed	PRELI domain-containing protein 1, mitochondrial (25 kDa protein of relevant evolutionary and lymphoid interest) (Px19-like protein)	PRELID1 PRELI CGI-106 SBBI12	Homo sapiens (Human)	219
Q9NY35	Q9NY35	CLDN1_HUMAN	reviewed	Claudin domain-containing protein 1 (Membrane protein GENX-3745)	CLDND1 C3orf4 HSPC174 PSEC0054 UNQ2511/PRO6000	Homo sapiens (Human)	253
Q6FII3	Q6FII3	Q6FII3_HUMAN	unreviewed	C14orf1 protein (Chromosome 14 open reading frame 1, isoform CRA_a) (cDNA, FLJ92025)	C14orf1 hCG_21643	Homo sapiens (Human)	140
Q4VBN9	Q4VBN9	Q4VBN9_HUMAN	unreviewed	DARC protein (Fragment)	DARC	Homo sapiens (Human)	337
Q9H169	Q9H169	STMN4_HUMAN	reviewed	Stathmin-4 (Stathmin-like protein B3) (RB3)	STMN4	Homo sapiens (Human)	189
Q9P2K9	Q9P2K9	DISP3_HUMAN	reviewed	Protein dispatched homolog 3 (Patched domain-containing protein 2)	DISP3 KIAA1337 PTCHD2	Homo sapiens (Human)	1392
Q549M8	Q549M8	Q549M8_HUMAN	unreviewed	CLE7 (Chromosome 14 open reading frame 166, isoform CRA_a) (Lcrp369) (cDNA, FLJ92278)	C14orf166 hCG_22667	Homo sapiens (Human)	244
Q8NCM8	Q8NCM8	DYHC2_HUMAN	reviewed	Cytoplasmic dynein 2 heavy chain 1 (Cytoplasmic dynein 2 heavy chain) (Dynein cytoplasmic heavy chain 2) (Dynein heavy chain 11) (hDHC11) (Dynein heavy chain isotype 1B)	DYNC2H1 DHC1B DHC2 DNCH2 DYH1B KIAA1997	Homo sapiens (Human)	4307
Q8N201	Q8N201	INT1_HUMAN	reviewed	Integrator complex subunit 1 (Int1)	INTS1 KIAA1440 UNQ1821/PRO3434	Homo sapiens (Human)	2190
Q9Y4F3	Q9Y4F3	MARF1_HUMAN	reviewed	Meiosis regulator and mRNA stability factor 1 (Limkain-b1) (Meiosis arrest female protein 1)	MARF1 KIAA0430 LKAP	Homo sapiens (Human)	1742
Q7Z3U7	Q7Z3U7	MON2_HUMAN	reviewed	Protein MON2 homolog (Protein SF21)	MON2 KIAA1040 SF21	Homo sapiens (Human)	1717
Q96IU4	Q96IU4	ABHEB_HUMAN	reviewed	Protein ABHD14B (EC 3.-.-.-) (Alpha/beta hydrolase domain-containing protein 14B) (Abhydrolase domain-containing protein 14B) (CCG1-interacting factor B)	ABHD14B CIB	Homo sapiens (Human)	210
Q7Z442	Q7Z442	PK1L2_HUMAN	reviewed	Polycystic kidney disease protein 1-like 2 (PC1-like 2 protein) (Polycystin-1L2)	PKD1L2 KIAA1879 PC1L2	Homo sapiens (Human)	2459
Q9H8M1	Q9H8M1	CQ10B_HUMAN	reviewed	Coenzyme Q-binding protein COQ10 homolog B, mitochondrial	COQ10B	Homo sapiens (Human)	238
Q9UBX2	Q9UBX2	DUX4_HUMAN	reviewed	Double homeobox protein 4 (Double homeobox protein 10)	DUX4 DUX10	Homo sapiens (Human)	424
Q9BRQ6	Q9BRQ6	MIC25_HUMAN	reviewed	MICOS complex subunit MIC25 (Coiled-coil-helix cristae morphology protein 1) (Coiled-coil-helix-coiled-coil-helix domain-containing protein 6)	CHCHD6 CHCM1 MIC25	Homo sapiens (Human)	235
Q6PIU1	Q6PIU1	KCNV1_HUMAN	reviewed	Potassium voltage-gated channel subfamily V member 1 (Neuronal potassium channel alpha subunit HNKA) (Voltage-gated potassium channel subunit Kv8.1)	KCNV1	Homo sapiens (Human)	500
Q9C0B6	Q9C0B6	BRNP2_HUMAN	reviewed	BMP/retinoic acid-inducible neural-specific protein 2 (DBCCR1-like protein 2)	BRINP2 DBCCR1L2 FAM5B KIAA1747	Homo sapiens (Human)	783
Q8IZI9	Q8IZI9	IFNL3_HUMAN	reviewed	Interferon lambda-3 (IFN-lambda-3) (Cytokine Zcyto22) (Interleukin-28B) (IL-28B) (Interleukin-28C) (IL-28C)	IFNL3 IL28B IL28C ZCYTO22	Homo sapiens (Human)	196
P0C7X1	P0C7X1	TBC3H_HUMAN	reviewed	TBC1 domain family member 3H	TBC1D3H	Homo sapiens (Human)	549
Q99999	Q99999	G3ST1_HUMAN	reviewed	Galactosylceramide sulfotransferase (GalCer sulfotransferase) (EC 2.8.2.11) (3'-phosphoadenosine-5'-phosphosulfate:GalCer sulfotransferase) (3'-phosphoadenylylsulfate:galactosylceramide 3'-sulfotransferase) (Cerebroside sulfotransferase)	GAL3ST1 CST	Homo sapiens (Human)	423
Q9BPX5	Q9BPX5	ARP5L_HUMAN	reviewed	Actin-related protein 2/3 complex subunit 5-like protein (Arp2/3 complex 16 kDa subunit 2) (ARC16-2)	ARPC5L	Homo sapiens (Human)	153
Q9UBP6	Q9UBP6	TRMB_HUMAN	reviewed	tRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.33) (Methyltransferase-like protein 1) (mRNA (guanine-N(7)-)-methyltransferase) (EC 2.1.1.-) (miRNA (guanine-N(7)-)-methyltransferase) (EC 2.1.1.-) (tRNA (guanine(46)-N(7))-methyltransferase) (tRNA(m7G46)-methyltransferase)	METTL1 C12orf1	Homo sapiens (Human)	276
Q9H6I2	Q9H6I2	SOX17_HUMAN	reviewed	Transcription factor SOX-17	SOX17	Homo sapiens (Human)	414
P52747	P52747	ZN143_HUMAN	reviewed	Zinc finger protein 143 (SPH-binding factor) (Selenocysteine tRNA gene transcription-activating factor) (hStaf)	ZNF143 SBF STAF	Homo sapiens (Human)	638
Q9BYI3	Q9BYI3	HYCCI_HUMAN	reviewed	Hyccin (Down-regulated by CTNNB1 protein A) (Protein FAM126A)	FAM126A DRCTNNB1A	Homo sapiens (Human)	521
Q6PIL6	Q6PIL6	KCIP4_HUMAN	reviewed	Kv channel-interacting protein 4 (KChIP4) (A-type potassium channel modulatory protein 4) (Calsenilin-like protein) (Potassium channel-interacting protein 4)	KCNIP4 CALP KCHIP4	Homo sapiens (Human)	250
Q9H0M4	Q9H0M4	ZCPW1_HUMAN	reviewed	Zinc finger CW-type PWWP domain protein 1	ZCWPW1	Homo sapiens (Human)	648
Q8WTR4	Q8WTR4	GDPD5_HUMAN	reviewed	Glycerophosphodiester phosphodiesterase domain-containing protein 5 (EC 3.1.4.11) (Glycerophosphodiester phosphodiesterase 2)	GDPD5 GDE2 PP6037 PP9363 UNQ1850/PRO3580	Homo sapiens (Human)	605
Q12857	Q12857	NFIA_HUMAN	reviewed	Nuclear factor 1 A-type (NF1-A) (Nuclear factor 1/A) (CCAAT-box-binding transcription factor) (CTF) (Nuclear factor I/A) (NF-I/A) (NFI-A) (TGGCA-binding protein)	NFIA KIAA1439	Homo sapiens (Human)	509
Q9Y4X0	Q9Y4X0	AMMR1_HUMAN	reviewed	AMME syndrome candidate gene 1 protein	AMMECR1	Homo sapiens (Human)	333
Q9BRL7	Q9BRL7	SC22C_HUMAN	reviewed	Vesicle-trafficking protein SEC22c (SEC22 vesicle-trafficking protein homolog C) (SEC22 vesicle-trafficking protein-like 3)	SEC22C SEC22L3 UNQ459/PRO784	Homo sapiens (Human)	303
Q9ULP0	Q9ULP0	NDRG4_HUMAN	reviewed	Protein NDRG4 (Brain development-related molecule 1) (N-myc downstream-regulated gene 4 protein) (Vascular smooth muscle cell-associated protein 8) (SMAP-8)	NDRG4 BDM1 KIAA1180	Homo sapiens (Human)	352
R4GMP8	R4GMP8	R4GMP8_HUMAN	unreviewed	Serine/arginine-rich splicing factor 10 isoform 2 (Serine/arginine-rich-splicing factor 10)	SRSF10	Homo sapiens (Human)	40
Q5T7Y4	Q5T7Y4	Q5T7Y4_HUMAN	unreviewed	Protein S100-A1 (S100 calcium binding protein A1 isoform 2)	S100A1	Homo sapiens (Human)	53
Q16790	Q16790	CAH9_HUMAN	reviewed	Carbonic anhydrase 9 (EC 4.2.1.1) (Carbonate dehydratase IX) (Carbonic anhydrase IX) (CA-IX) (CAIX) (Membrane antigen MN) (P54/58N) (Renal cell carcinoma-associated antigen G250) (RCC-associated antigen G250) (pMW1)	CA9 G250 MN	Homo sapiens (Human)	459
Q9BYR9	Q9BYR9	KRA24_HUMAN	reviewed	Keratin-associated protein 2-4 (High sulfur keratin-associated protein 2.4) (Keratin-associated protein 2.4)	KRTAP2-4 KAP2.4 KRTAP2.4	Homo sapiens (Human)	128
Q9NVT9	Q9NVT9	ARMC1_HUMAN	reviewed	Armadillo repeat-containing protein 1	ARMC1 ARCP	Homo sapiens (Human)	282
Q9UHJ9	Q9UHJ9	PGAP2_HUMAN	reviewed	Post-GPI attachment to proteins factor 2 (FGF receptor-activating protein 1)	PGAP2 FRAG1	Homo sapiens (Human)	254
Q9H1M0	Q9H1M0	N62CL_HUMAN	reviewed	Nucleoporin-62 C-terminal-like protein	NUP62CL NUP62L	Homo sapiens (Human)	184
Q9NWT1	Q9NWT1	PK1IP_HUMAN	reviewed	p21-activated protein kinase-interacting protein 1 (PAK/PLC-interacting protein 1) (hPIP1) (PAK1-interacting protein 1) (WD repeat-containing protein 84)	PAK1IP1 PIP1 WDR84	Homo sapiens (Human)	392
Q9BYS1	Q9BYS1	KRA15_HUMAN	reviewed	Keratin-associated protein 1-5 (High sulfur keratin-associated protein 1.5) (Keratin-associated protein 1.5)	KRTAP1-5 KAP1.5 KRTAP1.5	Homo sapiens (Human)	174
Q96PX9	Q96PX9	PKH4B_HUMAN	reviewed	Pleckstrin homology domain-containing family G member 4B (PH domain-containing family G member 4B)	PLEKHG4B KIAA1909	Homo sapiens (Human)	1271
Q5SQP8	Q5SQP8	Q5SQP8_HUMAN		Deleted.			
Q96L93	Q96L93	KI16B_HUMAN	reviewed	Kinesin-like protein KIF16B (Sorting nexin-23)	KIF16B C20orf23 KIAA1590 SNX23	Homo sapiens (Human)	1317
Q6P280	Q6P280	ZN529_HUMAN	reviewed	Zinc finger protein 529	ZNF529 KIAA1615	Homo sapiens (Human)	563
Q96HE8	Q96HE8	TMM80_HUMAN	reviewed	Transmembrane protein 80	TMEM80	Homo sapiens (Human)	216
Q96EJ4	Q96EJ4	Q96EJ4_HUMAN	unreviewed	PLAC8 protein		Homo sapiens (Human)	115
