yourlist:M20200510216DA2B77BFBD2E6699CA9B6D1C41EB286EFE0C	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q6UWP7-1	Q6UWP7	LCLT1_HUMAN	reviewed	Lysocardiolipin acyltransferase 1 (EC 2.3.1.-) (1-acylglycerol-3-phosphate O-acyltransferase 8) (1-AGP acyltransferase 8) (1-AGPAT 8) (EC 2.3.1.51) (Acyl-CoA:lysocardiolipin acyltransferase 1)	LCLAT1 AGPAT8 ALCAT1 LYCAT UNQ1849/PRO3579	Homo sapiens (Human)	414
Q96DL1-1	Q96DL1	NXPE2_HUMAN	reviewed	NXPE family member 2 (Protein FAM55B)	NXPE2 FAM55B	Homo sapiens (Human)	559
O60516	O60516	4EBP3_HUMAN	reviewed	Eukaryotic translation initiation factor 4E-binding protein 3 (4E-BP3) (eIF4E-binding protein 3)	EIF4EBP3	Homo sapiens (Human)	100
P23327	P23327	SRCH_HUMAN	reviewed	Sarcoplasmic reticulum histidine-rich calcium-binding protein	HRC HCP	Homo sapiens (Human)	699
P16383-1	P16383	GCFC2_HUMAN	reviewed	GC-rich sequence DNA-binding factor 2 (GC-rich sequence DNA-binding factor) (Transcription factor 9) (TCF-9)	GCFC2 C2orf3 GCF TCF9	Homo sapiens (Human)	781
P22460-1	P22460	KCNA5_HUMAN	reviewed	Potassium voltage-gated channel subfamily A member 5 (HPCN1) (Voltage-gated potassium channel HK2) (Voltage-gated potassium channel subunit Kv1.5)	KCNA5	Homo sapiens (Human)	613
Q52MB2	Q52MB2	CC184_HUMAN	reviewed	Coiled-coil domain-containing protein 184	CCDC184 C12orf68	Homo sapiens (Human)	194
Q96DZ5	Q96DZ5	CLIP3_HUMAN	reviewed	CAP-Gly domain-containing linker protein 3 (Cytoplasmic linker protein 170-related 59 kDa protein) (CLIP-170-related 59 kDa protein) (CLIPR-59)	CLIP3 CLIPR59	Homo sapiens (Human)	547
A0A0C4DFY5	A0A0C4DFY5	A0A0C4DFY5_HUMAN	unreviewed	G-protein-coupled receptor family C group 5 member C	GPRC5C	Homo sapiens (Human)	486
Q8N8I0	Q8N8I0	SAM12_HUMAN	reviewed	Sterile alpha motif domain-containing protein 12 (SAM domain-containing protein 12)	SAMD12	Homo sapiens (Human)	201
Q6IPE9	Q6IPE9	Q6IPE9_HUMAN	unreviewed	MAP/microtubule affinity-regulating kinase 4 (MARK4 protein)	MARK4	Homo sapiens (Human)	97
A0A087WTQ2	A0A087WTQ2	A0A087WTQ2_HUMAN	unreviewed	WD repeat-containing protein 37	WDR37	Homo sapiens (Human)	263
F2Z2M7	F2Z2M7	F2Z2M7_HUMAN	unreviewed	Polypeptide N-acetylgalactosaminyltransferase 10	GALNT10	Homo sapiens (Human)	202
P0DMB1	P0DMB1	P23D2_HUMAN	reviewed	Proline-rich protein 23D2	PRR23D2	Homo sapiens (Human)	279
Q8TEV9-1	Q8TEV9	SMCR8_HUMAN	reviewed	Guanine nucleotide exchange protein SMCR8 (Smith-Magenis syndrome chromosomal region candidate gene 8 protein)	SMCR8	Homo sapiens (Human)	937
Q9P0L1-2	Q9P0L1	ZKSC7_HUMAN	reviewed	Zinc finger protein with KRAB and SCAN domains 7 (Zinc finger protein 167) (Zinc finger protein 448) (Zinc finger protein 64)	ZKSCAN7 ZNF167 ZNF448 ZNF64	Homo sapiens (Human)	754
Q16552	Q16552	IL17_HUMAN	reviewed	Interleukin-17A (IL-17) (IL-17A) (Cytotoxic T-lymphocyte-associated antigen 8) (CTLA-8)	IL17A CTLA8 IL17	Homo sapiens (Human)	155
P23526-1	P23526	SAHH_HUMAN	reviewed	Adenosylhomocysteinase (AdoHcyase) (EC 3.3.1.1) (S-adenosyl-L-homocysteine hydrolase)	AHCY SAHH	Homo sapiens (Human)	432
O15381-3	O15381	NVL_HUMAN	reviewed	Nuclear valosin-containing protein-like (NVLp) (Nuclear VCP-like protein)	NVL NVL2	Homo sapiens (Human)	856
Q96IK1-2	Q96IK1	BOD1_HUMAN	reviewed	Biorientation of chromosomes in cell division protein 1 (Biorientation defective protein 1) (Protein FAM44B)	BOD1 FAM44B	Homo sapiens (Human)	185
Q8NDZ0-1	Q8NDZ0	BEND2_HUMAN	reviewed	BEN domain-containing protein 2	BEND2 CXorf20	Homo sapiens (Human)	799
Q9BV99	Q9BV99	LRC61_HUMAN	reviewed	Leucine-rich repeat-containing protein 61	LRRC61	Homo sapiens (Human)	259
Q9UJW9	Q9UJW9	SRTD3_HUMAN	reviewed	SERTA domain-containing protein 3 (Replication protein-binding trans-activator) (RPA-binding trans-activator)	SERTAD3 RBT1	Homo sapiens (Human)	196
Q9Y223-1	Q9Y223	GLCNE_HUMAN	reviewed	Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase (UDP-GlcNAc-2-epimerase/ManAc kinase) [Includes: UDP-N-acetylglucosamine 2-epimerase (hydrolyzing) (EC 3.2.1.183) (UDP-GlcNAc-2-epimerase) (Uridine diphosphate-N-acetylglucosamine-2-epimerase); N-acetylmannosamine kinase (EC 2.7.1.60) (ManAc kinase)]	GNE GLCNE	Homo sapiens (Human)	722
Q9NVH1-1	Q9NVH1	DJC11_HUMAN	reviewed	DnaJ homolog subfamily C member 11	DNAJC11	Homo sapiens (Human)	559
Q14012	Q14012	KCC1A_HUMAN	reviewed	Calcium/calmodulin-dependent protein kinase type 1 (EC 2.7.11.17) (CaM kinase I) (CaM-KI) (CaM kinase I alpha) (CaMKI-alpha)	CAMK1	Homo sapiens (Human)	370
Q9UKZ1	Q9UKZ1	CNO11_HUMAN	reviewed	CCR4-NOT transcription complex subunit 11	CNOT11 C2orf29 C40	Homo sapiens (Human)	510
Q96EF6	Q96EF6	FBX17_HUMAN	reviewed	F-box only protein 17 (F-box only protein 26)	FBXO17 FBG4 FBX17 FBX26 FBXO26	Homo sapiens (Human)	278
Q8WUP2-1	Q8WUP2	FBLI1_HUMAN	reviewed	Filamin-binding LIM protein 1 (FBLP-1) (Migfilin) (Mitogen-inducible 2-interacting protein) (MIG2-interacting protein)	FBLIM1 FBLP1	Homo sapiens (Human)	373
Q9Y242	Q9Y242	TCF19_HUMAN	reviewed	Transcription factor 19 (TCF-19) (Transcription factor SC1)	TCF19 SC1	Homo sapiens (Human)	345
Q9UK80-1	Q9UK80	UBP21_HUMAN	reviewed	Ubiquitin carboxyl-terminal hydrolase 21 (EC 3.4.19.12) (Deubiquitinating enzyme 21) (Ubiquitin thioesterase 21) (Ubiquitin-specific-processing protease 21)	USP21 USP23 PP1490	Homo sapiens (Human)	565
Q92600-3	Q92600	CNOT9_HUMAN	reviewed	CCR4-NOT transcription complex subunit 9 (Cell differentiation protein RQCD1 homolog) (Rcd-1)	CNOT9 RCD1 RQCD1	Homo sapiens (Human)	299
Q9UHX3-1	Q9UHX3	AGRE2_HUMAN	reviewed	Adhesion G protein-coupled receptor E2 (EGF-like module receptor 2) (EGF-like module-containing mucin-like hormone receptor-like 2) (CD antigen CD312)	ADGRE2 EMR2	Homo sapiens (Human)	823
Q9UMX2-2	Q9UMX2	OAZ3_HUMAN	reviewed	Ornithine decarboxylase antizyme 3 (AZ3) (ODC-Az 3)	OAZ3	Homo sapiens (Human)	235
Q9UHI7	Q9UHI7	S23A1_HUMAN	reviewed	Solute carrier family 23 member 1 (Na(+)/L-ascorbic acid transporter 1) (Sodium-dependent vitamin C transporter 1) (hSVCT1) (Yolk sac permease-like molecule 3)	SLC23A1 SVCT1 YSPL3	Homo sapiens (Human)	598
Q96AB6	Q96AB6	NTAN1_HUMAN	reviewed	Protein N-terminal asparagine amidohydrolase (EC 3.5.1.121) (Protein NH2-terminal asparagine amidohydrolase) (PNAA) (Protein NH2-terminal asparagine deamidase) (PNAD) (Protein N-terminal Asn amidase) (Protein N-terminal asparagine amidase) (Protein NTN-amidase)	NTAN1	Homo sapiens (Human)	310
Q9Y6W6-1	Q9Y6W6	DUS10_HUMAN	reviewed	Dual specificity protein phosphatase 10 (EC 3.1.3.16) (EC 3.1.3.48) (Mitogen-activated protein kinase phosphatase 5) (MAP kinase phosphatase 5) (MKP-5)	DUSP10 MKP5	Homo sapiens (Human)	482
Q9Y6W3	Q9Y6W3	CAN7_HUMAN	reviewed	Calpain-7 (EC 3.4.22.-) (PalB homolog) (PalBH)	CAPN7 PALBH	Homo sapiens (Human)	813
Q9NQB0-6	Q9NQB0	TF7L2_HUMAN	reviewed	Transcription factor 7-like 2 (HMG box transcription factor 4) (T-cell-specific transcription factor 4) (T-cell factor 4) (TCF-4) (hTCF-4)	TCF7L2 TCF4	Homo sapiens (Human)	619
Q9H310	Q9H310	RHBG_HUMAN	reviewed	Ammonium transporter Rh type B (Rhesus blood group family type B glycoprotein) (Rh family type B glycoprotein) (Rh type B glycoprotein)	RHBG	Homo sapiens (Human)	441
Q8NHS9-1	Q8NHS9	SPT22_HUMAN	reviewed	Spermatogenesis-associated protein 22 (Testis development protein NYD-SP20)	SPATA22	Homo sapiens (Human)	363
Q69YI7-1	Q69YI7	NAIF1_HUMAN	reviewed	Nuclear apoptosis-inducing factor 1	NAIF1 C9orf90	Homo sapiens (Human)	327
Q9UNS2-1	Q9UNS2	CSN3_HUMAN	reviewed	COP9 signalosome complex subunit 3 (SGN3) (Signalosome subunit 3) (JAB1-containing signalosome subunit 3)	COPS3 CSN3	Homo sapiens (Human)	423
Q9ULM2	Q9ULM2	ZN490_HUMAN	reviewed	Zinc finger protein 490	ZNF490 KIAA1198	Homo sapiens (Human)	529
Q9UBV7	Q9UBV7	B4GT7_HUMAN	reviewed	Beta-1,4-galactosyltransferase 7 (Beta-1,4-GalTase 7) (Beta4Gal-T7) (b4Gal-T7) (EC 2.4.1.-) (Proteoglycan UDP-galactose:beta-xylose beta1,4-galactosyltransferase I) (UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 7) (UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 7) (UDP-galactose:beta-xylose beta-1,4-galactosyltransferase) (XGPT) (XGalT-1) (Xylosylprotein 4-beta-galactosyltransferase) (EC 2.4.1.133) (Xylosylprotein beta-1,4-galactosyltransferase)	B4GALT7 XGALT1 UNQ748/PRO1478	Homo sapiens (Human)	327
Q9Y666-1	Q9Y666	S12A7_HUMAN	reviewed	Solute carrier family 12 member 7 (Electroneutral potassium-chloride cotransporter 4) (K-Cl cotransporter 4)	SLC12A7 KCC4	Homo sapiens (Human)	1083
Q99500	Q99500	S1PR3_HUMAN	reviewed	Sphingosine 1-phosphate receptor 3 (S1P receptor 3) (S1P3) (Endothelial differentiation G-protein coupled receptor 3) (Sphingosine 1-phosphate receptor Edg-3) (S1P receptor Edg-3)	S1PR3 EDG3	Homo sapiens (Human)	378
Q9UGL9	Q9UGL9	CRCT1_HUMAN	reviewed	Cysteine-rich C-terminal protein 1 (Protein NICE-1)	CRCT1 C1orf42 NICE1	Homo sapiens (Human)	99
Q9H165-2	Q9H165	BC11A_HUMAN	reviewed	B-cell lymphoma/leukemia 11A (BCL-11A) (B-cell CLL/lymphoma 11A) (COUP-TF-interacting protein 1) (Ecotropic viral integration site 9 protein homolog) (EVI-9) (Zinc finger protein 856)	BCL11A CTIP1 EVI9 KIAA1809 ZNF856	Homo sapiens (Human)	835
Q9UBQ0-2	Q9UBQ0	VPS29_HUMAN	reviewed	Vacuolar protein sorting-associated protein 29 (hVPS29) (PEP11 homolog) (Vesicle protein sorting 29)	VPS29 DC15 DC7 MDS007	Homo sapiens (Human)	182
Q9Y5B8-1	Q9Y5B8	NDK7_HUMAN	reviewed	Nucleoside diphosphate kinase 7 (NDK 7) (NDP kinase 7) (EC 2.7.4.6) (nm23-H7)	NME7	Homo sapiens (Human)	376
Q9NQ32-2	Q9NQ32	CK016_HUMAN	reviewed	Uncharacterized protein C11orf16	C11orf16	Homo sapiens (Human)	467
Q9Y3M2	Q9Y3M2	CBY1_HUMAN	reviewed	Protein chibby homolog 1 (ARPP-binding protein) (Cytosolic leucine-rich protein) (PIGEA-14) (PKD2 interactor, Golgi and endoplasmic reticulum-associated 1)	CBY1 ARB1 C22orf2 CBY PGEA1 HRIHFB2025	Homo sapiens (Human)	126
Q96MM6	Q96MM6	HS12B_HUMAN	reviewed	Heat shock 70 kDa protein 12B	HSPA12B C20orf60	Homo sapiens (Human)	686
Q8NB16-2	Q8NB16	MLKL_HUMAN	reviewed	Mixed lineage kinase domain-like protein (hMLKL)	MLKL	Homo sapiens (Human)	471
Q9Y3M9-1	Q9Y3M9	ZN337_HUMAN	reviewed	Zinc finger protein 337	ZNF337	Homo sapiens (Human)	751
Q9Y680-2	Q9Y680	FKBP7_HUMAN	reviewed	Peptidyl-prolyl cis-trans isomerase FKBP7 (PPIase FKBP7) (EC 5.2.1.8) (23 kDa FK506-binding protein) (23 kDa FKBP) (FKBP-23) (FK506-binding protein 7) (FKBP-7) (Rotamase)	FKBP7 FKBP23 UNQ670/PRO1304	Homo sapiens (Human)	222
Q8NEQ6	Q8NEQ6	SRARP_HUMAN	reviewed	Steroid receptor-associated and regulated protein (ER-related factor) (Steroid receptor-regulated protein)	SRARP C1orf64 ERRF SSPR	Homo sapiens (Human)	169
Q3MIR4	Q3MIR4	CC50B_HUMAN	reviewed	Cell cycle control protein 50B (P4-ATPase flippase complex beta subunit TMEM30B) (Transmembrane protein 30B)	TMEM30B CDC50B	Homo sapiens (Human)	351
Q9UQK1	Q9UQK1	PPR3C_HUMAN	reviewed	Protein phosphatase 1 regulatory subunit 3C (Protein phosphatase 1 regulatory subunit 5) (PP1 subunit R5) (Protein targeting to glycogen) (PTG)	PPP1R3C PPP1R5	Homo sapiens (Human)	317
Q92911	Q92911	SC5A5_HUMAN	reviewed	Sodium/iodide cotransporter (Na(+)/I(-) cotransporter) (Sodium-iodide symporter) (Na(+)/I(-) symporter) (Solute carrier family 5 member 5)	SLC5A5 NIS	Homo sapiens (Human)	643
Q9P2Y4	Q9P2Y4	ZN219_HUMAN	reviewed	Zinc finger protein 219	ZNF219	Homo sapiens (Human)	722
P26447	P26447	S10A4_HUMAN	reviewed	Protein S100-A4 (Calvasculin) (Metastasin) (Placental calcium-binding protein) (Protein Mts1) (S100 calcium-binding protein A4)	S100A4 CAPL MTS1	Homo sapiens (Human)	101
Q9UQR0-1	Q9UQR0	SCML2_HUMAN	reviewed	Sex comb on midleg-like protein 2	SCML2	Homo sapiens (Human)	700
Q9NYL2-2	Q9NYL2	M3K20_HUMAN	reviewed	Mitogen-activated protein kinase kinase kinase 20 (EC 2.7.11.25) (Human cervical cancer suppressor gene 4 protein) (HCCS-4) (Leucine zipper- and sterile alpha motif-containing kinase) (MLK-like mitogen-activated protein triple kinase) (Mitogen-activated protein kinase kinase kinase MLT) (Mixed lineage kinase-related kinase) (MLK-related kinase) (MRK) (Sterile alpha motif- and leucine zipper-containing kinase AZK)	MAP3K20 MLTK ZAK HCCS4	Homo sapiens (Human)	800
Q9Y336-1	Q9Y336	SIGL9_HUMAN	reviewed	Sialic acid-binding Ig-like lectin 9 (Siglec-9) (CDw329) (Protein FOAP-9) (CD antigen CD329)	SIGLEC9 UNQ668/PRO1302	Homo sapiens (Human)	463
Q9UH92-3	Q9UH92	MLX_HUMAN	reviewed	Max-like protein X (Class D basic helix-loop-helix protein 13) (bHLHd13) (Max-like bHLHZip protein) (Protein BigMax) (Transcription factor-like protein 4)	MLX BHLHD13 TCFL4	Homo sapiens (Human)	298
Q9BY84-1	Q9BY84	DUS16_HUMAN	reviewed	Dual specificity protein phosphatase 16 (EC 3.1.3.16) (EC 3.1.3.48) (Mitogen-activated protein kinase phosphatase 7) (MAP kinase phosphatase 7) (MKP-7)	DUSP16 KIAA1700 MKP7	Homo sapiens (Human)	665
Q8N165	Q8N165	PDK1L_HUMAN	reviewed	Serine/threonine-protein kinase PDIK1L (EC 2.7.11.1) (PDLIM1-interacting kinase 1-like)	PDIK1L CLIK1L	Homo sapiens (Human)	341
Q6B0K9	Q6B0K9	HBM_HUMAN	reviewed	Hemoglobin subunit mu (Hemoglobin mu chain) (Mu-globin)	HBM HBAP2	Homo sapiens (Human)	141
Q9UL42	Q9UL42	PNMA2_HUMAN	reviewed	Paraneoplastic antigen Ma2 (40 kDa neuronal protein) (Onconeuronal antigen Ma2) (Paraneoplastic neuronal antigen MM2)	PNMA2 KIAA0883 MA2	Homo sapiens (Human)	364
Q9Y6I9	Q9Y6I9	TX264_HUMAN	reviewed	Testis-expressed protein 264 (Putative secreted protein Zsig11)	TEX264 ZSIG11 UNQ337/PRO536	Homo sapiens (Human)	313
Q9Y2D4-1	Q9Y2D4	EXC6B_HUMAN	reviewed	Exocyst complex component 6B (Exocyst complex component Sec15B) (SEC15-like protein 2)	EXOC6B KIAA0919 SEC15B SEC15L2	Homo sapiens (Human)	811
Q8TF74-1	Q8TF74	WIPF2_HUMAN	reviewed	WAS/WASL-interacting protein family member 2 (WASP-interacting protein-related protein) (WIP- and CR16-homologous protein) (WIP-related protein)	WIPF2 WICH WIRE PP10631	Homo sapiens (Human)	440
Q96LK8	Q96LK8	SPT32_HUMAN	reviewed	Spermatogenesis-associated protein 32 (Testis-expressed protein 34)	SPATA32 C17orf46 TEX34	Homo sapiens (Human)	384
Q96LB3-2	Q96LB3	IFT74_HUMAN	reviewed	Intraflagellar transport protein 74 homolog (Capillary morphogenesis gene 1 protein) (CMG-1) (Coiled-coil domain-containing protein 2)	IFT74 CCDC2 CMG1	Homo sapiens (Human)	600
Q9Y3B7-1	Q9Y3B7	RM11_HUMAN	reviewed	39S ribosomal protein L11, mitochondrial (L11mt) (MRP-L11) (Mitochondrial large ribosomal subunit protein uL11m)	MRPL11 CGI-113	Homo sapiens (Human)	192
Q9Y6A1-2	Q9Y6A1	POMT1_HUMAN	reviewed	Protein O-mannosyl-transferase 1 (EC 2.4.1.109) (Dolichyl-phosphate-mannose--protein mannosyltransferase 1)	POMT1	Homo sapiens (Human)	747
Q96PM5-1	Q96PM5	ZN363_HUMAN	reviewed	RING finger and CHY zinc finger domain-containing protein 1 (EC 2.3.2.27) (Androgen receptor N-terminal-interacting protein) (CH-rich-interacting match with PLAG1) (E3 ubiquitin-protein ligase Pirh2) (RING finger protein 199) (RING-type E3 ubiquitin transferase RCHY1) (Zinc finger protein 363) (p53-induced RING-H2 protein) (hPirh2)	RCHY1 ARNIP CHIMP PIRH2 RNF199 ZNF363	Homo sapiens (Human)	261
Q9Y3S2	Q9Y3S2	ZN330_HUMAN	reviewed	Zinc finger protein 330 (Nucleolar autoantigen 36) (Nucleolar cysteine-rich protein)	ZNF330 NOA36	Homo sapiens (Human)	320
Q9HCK4-1	Q9HCK4	ROBO2_HUMAN	reviewed	Roundabout homolog 2	ROBO2 KIAA1568	Homo sapiens (Human)	1378
Q9NX38	Q9NX38	ABITM_HUMAN	reviewed	Protein Abitram (Actin-binding transcription modulator) (Protein Simiate)	ABITRAM C9orf6 FAM206A	Homo sapiens (Human)	181
Q9H9H4	Q9H9H4	VP37B_HUMAN	reviewed	Vacuolar protein sorting-associated protein 37B (hVps37B) (ESCRT-I complex subunit VPS37B)	VPS37B	Homo sapiens (Human)	285
Q8N1D0-2	Q8N1D0	BWR1B_HUMAN	reviewed	Beckwith-Wiedemann syndrome chromosomal region 1 candidate gene B protein (Organic cation transporter-like protein 2 antisense protein) (Solute carrier family 22 member 1-like antisense protein) (Solute carrier family 22 member 18 antisense protein) (p27-Beckwith-Wiedemann region 1 B) (p27-BWR1B)	SLC22A18AS BWR1B BWSCR1B ORCTL2S SLC22A1LS	Homo sapiens (Human)	253
Q9BYI3-1	Q9BYI3	HYCCI_HUMAN	reviewed	Hyccin (Down-regulated by CTNNB1 protein A) (Protein FAM126A)	FAM126A DRCTNNB1A	Homo sapiens (Human)	521
Q9Y5U4	Q9Y5U4	INSI2_HUMAN	reviewed	Insulin-induced gene 2 protein (INSIG-2)	INSIG2	Homo sapiens (Human)	225
Q9UHA2	Q9UHA2	S18L2_HUMAN	reviewed	SS18-like protein 2 (SYT homolog 2)	SS18L2	Homo sapiens (Human)	77
Q4G163	Q4G163	FBX43_HUMAN	reviewed	F-box only protein 43 (Endogenous meiotic inhibitor 2)	FBXO43 EMI2	Homo sapiens (Human)	708
Q9BW61	Q9BW61	DDA1_HUMAN	reviewed	DET1- and DDB1-associated protein 1 (Placenta cross-immune reaction antigen 1) (PCIA-1)	DDA1 C19orf58 PCIA1	Homo sapiens (Human)	102
Q9UBD6	Q9UBD6	RHCG_HUMAN	reviewed	Ammonium transporter Rh type C (Rh glycoprotein kidney) (Rhesus blood group family type C glycoprotein) (Rh family type C glycoprotein) (Rh type C glycoprotein) (Tumor-related protein DRC2)	RHCG C15orf6 CDRC2 PDRC2 RHGK	Homo sapiens (Human)	479
Q86Y39-1	Q86Y39	NDUAB_HUMAN	reviewed	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11 (Complex I-B14.7) (CI-B14.7) (NADH-ubiquinone oxidoreductase subunit B14.7)	NDUFA11	Homo sapiens (Human)	141
Q9H0F6-2	Q9H0F6	SHRPN_HUMAN	reviewed	Sharpin (Shank-associated RH domain-interacting protein) (Shank-interacting protein-like 1) (hSIPL1)	SHARPIN SIPL1 PSEC0216	Homo sapiens (Human)	387
Q96NX5-1	Q96NX5	KCC1G_HUMAN	reviewed	Calcium/calmodulin-dependent protein kinase type 1G (EC 2.7.11.17) (CaM kinase I gamma) (CaM kinase IG) (CaM-KI gamma) (CaMKI gamma) (CaMKIG) (CaMK-like CREB kinase III) (CLICK III)	CAMK1G CLICK3 VWS1	Homo sapiens (Human)	476
Q9H6E4	Q9H6E4	CC134_HUMAN	reviewed	Coiled-coil domain-containing protein 134	CCDC134	Homo sapiens (Human)	229
Q08ER8	Q08ER8	ZN543_HUMAN	reviewed	Zinc finger protein 543	ZNF543	Homo sapiens (Human)	600
P13489	P13489	RINI_HUMAN	reviewed	Ribonuclease inhibitor (Placental ribonuclease inhibitor) (Placental RNase inhibitor) (Ribonuclease/angiogenin inhibitor 1) (RAI)	RNH1 PRI RNH	Homo sapiens (Human)	461
Q8NHZ8	Q8NHZ8	CDC26_HUMAN	reviewed	Anaphase-promoting complex subunit CDC26 (Anaphase-promoting complex subunit 12) (APC12) (Cell division cycle protein 26 homolog)	CDC26 ANAPC12 C9orf17	Homo sapiens (Human)	85
Q8N4J0	Q8N4J0	CARME_HUMAN	reviewed	Carnosine N-methyltransferase (EC 2.1.1.22)	CARNMT1 C9orf41	Homo sapiens (Human)	409
Q9UGI6-2	Q9UGI6	KCNN3_HUMAN	reviewed	Small conductance calcium-activated potassium channel protein 3 (SK3) (SKCa 3) (SKCa3) (KCa2.3)	KCNN3 K3	Homo sapiens (Human)	731
Q9ULC5-1	Q9ULC5	ACSL5_HUMAN	reviewed	Long-chain-fatty-acid--CoA ligase 5 (EC 6.2.1.3) (Arachidonate--CoA ligase) (EC 6.2.1.15) (Long-chain acyl-CoA synthetase 5) (LACS 5)	ACSL5 ACS5 FACL5 UNQ633/PRO1250	Homo sapiens (Human)	683
Q9UKI8-1	Q9UKI8	TLK1_HUMAN	reviewed	Serine/threonine-protein kinase tousled-like 1 (EC 2.7.11.1) (PKU-beta) (Tousled-like kinase 1)	TLK1 KIAA0137	Homo sapiens (Human)	766
Q9UJW0-1	Q9UJW0	DCTN4_HUMAN	reviewed	Dynactin subunit 4 (Dyn4) (Dynactin subunit p62)	DCTN4	Homo sapiens (Human)	460
Q9UHQ9	Q9UHQ9	NB5R1_HUMAN	reviewed	NADH-cytochrome b5 reductase 1 (b5R.1) (EC 1.6.2.2) (Humb5R2) (NAD(P)H:quinone oxidoreductase type 3 polypeptide A2)	CYB5R1 NQO3A2 UNQ3049/PRO9865	Homo sapiens (Human)	305
Q9UBE0-1	Q9UBE0	SAE1_HUMAN	reviewed	SUMO-activating enzyme subunit 1 (Ubiquitin-like 1-activating enzyme E1A) [Cleaved into: SUMO-activating enzyme subunit 1, N-terminally processed]	SAE1 AOS1 SUA1 UBLE1A	Homo sapiens (Human)	346
Q9Y6H3	Q9Y6H3	ATP23_HUMAN	reviewed	Mitochondrial inner membrane protease ATP23 homolog (EC 3.4.24.-) (Ku70-binding protein 3) (XRCC6-binding protein 1)	ATP23 KUB3 XRCC6BP1	Homo sapiens (Human)	246
Q9UPG8	Q9UPG8	PLAL2_HUMAN	reviewed	Zinc finger protein PLAGL2 (Pleiomorphic adenoma-like protein 2)	PLAGL2 KIAA0198	Homo sapiens (Human)	496
Q9NPD3	Q9NPD3	EXOS4_HUMAN	reviewed	Exosome complex component RRP41 (Exosome component 4) (Ribosomal RNA-processing protein 41) (p12A)	EXOSC4 RRP41 SKI6	Homo sapiens (Human)	245
Q8NEJ9-1	Q8NEJ9	NGDN_HUMAN	reviewed	Neuroguidin (Centromere accumulated nuclear protein 1) (CANu1) (EIF4E-binding protein)	NGDN C14orf120	Homo sapiens (Human)	315
Q9NXZ2-1	Q9NXZ2	DDX43_HUMAN	reviewed	Probable ATP-dependent RNA helicase DDX43 (EC 3.6.4.13) (Cancer/testis antigen 13) (CT13) (DEAD box protein 43) (DEAD box protein HAGE) (Helical antigen)	DDX43 HAGE	Homo sapiens (Human)	648
Q9NQX5	Q9NQX5	NPDC1_HUMAN	reviewed	Neural proliferation differentiation and control protein 1 (NPDC-1)	NPDC1	Homo sapiens (Human)	325
Q9Y5E9-1	Q9Y5E9	PCDBE_HUMAN	reviewed	Protocadherin beta-14 (PCDH-beta-14)	PCDHB14	Homo sapiens (Human)	798
Q8NFK1	Q8NFK1	CXG3_HUMAN	reviewed	Gap junction gamma-3 protein (Connexin-30.2) (Cx30.2) (Connexin-31.3) (Cx31.3) (Gap junction epsilon-1 protein)	GJC3 GJE1	Homo sapiens (Human)	279
P01185	P01185	NEU2_HUMAN	reviewed	Vasopressin-neurophysin 2-copeptin (AVP-NPII) [Cleaved into: Arg-vasopressin (Arginine-vasopressin); Neurophysin 2 (Neurophysin-II); Copeptin]	AVP ARVP VP	Homo sapiens (Human)	164
Q6Q6R5-3	Q6Q6R5	CRIP3_HUMAN	reviewed	Cysteine-rich protein 3 (CRP-3) (Chromosome 6 LIM domain only protein) (h6LIMo)	CRIP3 CRP3	Homo sapiens (Human)	217
Q9Y4X0-3	Q9Y4X0	AMMR1_HUMAN	reviewed	AMME syndrome candidate gene 1 protein	AMMECR1	Homo sapiens (Human)	333
Q96QF0-7	Q96QF0	RAB3I_HUMAN	reviewed	Rab-3A-interacting protein (Rab3A-interacting protein) (Rabin-3) (SSX2-interacting protein)	RAB3IP RABIN8	Homo sapiens (Human)	476
Q9NW75-2	Q9NW75	GPTC2_HUMAN	reviewed	G patch domain-containing protein 2	GPATCH2 GPATC2	Homo sapiens (Human)	528
Q9NYF3	Q9NYF3	FA53C_HUMAN	reviewed	Protein FAM53C	FAM53C C5orf6	Homo sapiens (Human)	392
Q8WYQ9-1	Q8WYQ9	ZCH14_HUMAN	reviewed	Zinc finger CCHC domain-containing protein 14 (BDG-29)	ZCCHC14 KIAA0579	Homo sapiens (Human)	949
Q9Y534	Q9Y534	CSDC2_HUMAN	reviewed	Cold shock domain-containing protein C2 (RNA-binding protein PIPPin)	CSDC2 PIPPIN	Homo sapiens (Human)	153
Q06413-1	Q06413	MEF2C_HUMAN	reviewed	Myocyte-specific enhancer factor 2C (Myocyte enhancer factor 2C)	MEF2C	Homo sapiens (Human)	473
Q9Y286-1	Q9Y286	SIGL7_HUMAN	reviewed	Sialic acid-binding Ig-like lectin 7 (Siglec-7) (Adhesion inhibitory receptor molecule 1) (AIRM-1) (CDw328) (D-siglec) (QA79 membrane protein) (p75) (CD antigen CD328)	SIGLEC7 AIRM1	Homo sapiens (Human)	467
